Subject,Case,Value,CaseName
1,1,29.7797962235432,PP-S+
2,1,31.1742640857217,PP-S+
3,1,43.4347868033353,PP-S+
4,1,43.9048104279255,PP-S+
5,1,27.4791079332473,PP-S+
6,1,44.1106288495767,PP-S+
7,1,37.2644826091269,PP-S+
8,1,46.4247171128454,PP-S+
9,1,28.8873102110367,PP-S+
10,1,29.0240912804125,PP-S+
1,2,31.7583102607593,AP-S+
2,2,34.3384137909626,AP-S+
3,2,47.4103092337319,AP-S+
4,2,50.7228417296154,AP-S+
5,2,31.431882074529,AP-S+
6,2,53.0648755301122,AP-S+
7,2,42.510004924899,AP-S+
8,2,51.3406659990858,AP-S+
9,2,32.2460041044741,AP-S+
10,2,30.1815709479675,AP-S+
1,3,33.3123461696001,UP-S+
2,3,37.7746444498153,UP-S+
3,3,48.9583927209287,UP-S+
4,3,54.2865642588547,UP-S+
5,3,33.1563839876353,UP-S+
6,3,54.8833006785538,UP-S+
7,3,46.1937867853646,UP-S+
8,3,53.8425140752233,UP-S+
9,3,34.5318070540421,UP-S+
10,3,33.4998172867022,UP-S+
