Subject,Case,Value,CaseName
1,1,207.31368580438,PP-S+
2,1,202.645189634597,PP-S+
3,1,174.179890539371,PP-S+
4,1,220.727386347393,PP-S+
5,1,199.052329657158,PP-S+
6,1,177.352354809377,PP-S+
7,1,191.815931265949,PP-S+
8,1,209.79199335879,PP-S+
9,1,206.491616786587,PP-S+
10,1,185.583931299896,PP-S+
1,2,212.684886730295,AP-S+
2,2,205.167521179187,AP-S+
3,2,173.099496707282,AP-S+
4,2,227.800006933536,AP-S+
5,2,197.703801533305,AP-S+
6,2,175.737415758046,AP-S+
7,2,191.492933014017,AP-S+
8,2,217.371845774799,AP-S+
9,2,210.647538285609,AP-S+
10,2,188.757648724552,AP-S+
1,3,211.692082128932,UP-S+
2,3,205.230685188595,UP-S+
3,3,173.452780933629,UP-S+
4,3,228.117454789761,UP-S+
5,3,197.927035590446,UP-S+
6,3,175.94349562652,UP-S+
7,3,191.614108586172,UP-S+
8,3,215.741712263163,UP-S+
9,3,211.248501803003,UP-S+
10,3,189.782727888658,UP-S+
