Subject,Case,Value,CaseName
1,1,79.1666666666667,PP-S+
2,1,79.1666666666667,PP-S+
3,1,74.5833333333333,PP-S+
4,1,65.4166666666667,PP-S+
5,1,64.5833333333333,PP-S+
6,1,80.8333333333333,PP-S+
7,1,64.1666666666667,PP-S+
8,1,60.4166666666667,PP-S+
9,1,67.0833333333333,PP-S+
10,1,67.9166666666667,PP-S+
1,2,65.4166666666667,AP-S+
2,2,57.5,AP-S+
3,2,63.3333333333333,AP-S+
4,2,50.8333333333333,AP-S+
5,2,55.8333333333333,AP-S+
6,2,65,AP-S+
7,2,62.0833333333333,AP-S+
8,2,57.9166666666667,AP-S+
9,2,58.3333333333333,AP-S+
10,2,54.1666666666667,AP-S+
1,3,70.4166666666667,UP-S+
2,3,65.8333333333333,UP-S+
3,3,71.25,UP-S+
4,3,61.25,UP-S+
5,3,58.75,UP-S+
6,3,63.3333333333333,UP-S+
7,3,60.8333333333333,UP-S+
8,3,67.5,UP-S+
9,3,53.75,UP-S+
10,3,61.6666666666667,UP-S+
