Subject,Case,Value,CaseName
1,1,165.319406503771,PP-S+
2,1,154.667777017138,PP-S+
3,1,163.704074577802,PP-S+
4,1,200.341792048458,PP-S+
5,1,185.032879571813,PP-S+
6,1,184.867242186455,PP-S+
7,1,198.510034603881,PP-S+
8,1,176.028179008205,PP-S+
9,1,167.17258775288,PP-S+
10,1,164.212305199956,PP-S+
1,2,165.38880942546,AP-S+
2,2,154.903696748445,AP-S+
3,2,163.795982694102,AP-S+
4,2,200.440196340258,AP-S+
5,2,185.063666259994,AP-S+
6,2,185.02273159868,AP-S+
7,2,198.755311600042,AP-S+
8,2,176.227775647883,AP-S+
9,2,167.212006945117,AP-S+
10,2,164.313341043237,AP-S+
1,3,165.344712809928,UP-S+
2,3,154.756130299526,UP-S+
3,3,163.740113150274,UP-S+
4,3,200.383589078237,UP-S+
5,3,185.038215240846,UP-S+
6,3,184.921945404761,UP-S+
7,3,198.638080439513,UP-S+
8,3,176.072877223421,UP-S+
9,3,167.223246076344,UP-S+
10,3,164.217649174673,UP-S+
