Subject,Case,Value,CaseName
1,1,197.494865353902,PP-S+
2,1,169.029883375732,PP-S+
3,1,151.655522372407,PP-S+
4,1,199.790481165717,PP-S+
5,1,181.763985967577,PP-S+
6,1,170.362178822374,PP-S+
7,1,167.613423071871,PP-S+
8,1,160.590107193102,PP-S+
9,1,180.136855369089,PP-S+
10,1,158.581743497513,PP-S+
11,1,191.205291550051,PP-S+
12,1,191.238535735397,PP-S+
13,1,176.138453598503,PP-S+
14,1,196.687491311635,PP-S+
15,1,177.959708819691,PP-S+
16,1,184.359968182351,PP-S+
17,1,154.525348143115,PP-S+
18,1,168.734069164407,PP-S+
19,1,194.780447105141,PP-S+
20,1,181.948328038877,PP-S+
1,2,198.025514737406,AP-S+
2,2,169.541444090722,AP-S+
3,2,151.670241540062,AP-S+
4,2,200.074668698153,AP-S+
5,2,182.238642526331,AP-S+
6,2,171.20558494548,AP-S+
7,2,167.902889337409,AP-S+
8,2,161.121767139568,AP-S+
9,2,181.025498849066,AP-S+
10,2,158.743379756853,AP-S+
11,2,191.414662785461,AP-S+
12,2,191.451021661046,AP-S+
13,2,176.348322342213,AP-S+
14,2,196.91373128905,AP-S+
15,2,178.164761052681,AP-S+
16,2,184.715000291681,AP-S+
17,2,155.05705348448,AP-S+
18,2,169.07604544632,AP-S+
19,2,194.861314907621,AP-S+
20,2,181.979075447589,AP-S+
1,3,197.796297432148,UP-S+
2,3,169.439211599342,UP-S+
3,3,151.668113592993,UP-S+
4,3,199.915624263456,UP-S+
5,3,182.044068741677,UP-S+
6,3,170.887008923699,UP-S+
7,3,167.797075802965,UP-S+
8,3,161.026240461095,UP-S+
9,3,180.843767138581,UP-S+
10,3,158.702390431192,UP-S+
11,3,191.305173775857,UP-S+
12,3,191.386618296951,UP-S+
13,3,176.222568044884,UP-S+
14,3,196.839938823989,UP-S+
15,3,178.110606657034,UP-S+
16,3,184.582809664129,UP-S+
17,3,154.845055042648,UP-S+
18,3,168.953733524133,UP-S+
19,3,194.834240181439,UP-S+
20,3,181.970393623679,UP-S+
