Subject,Case,Value,CaseName
1,1,1.59756631874096,PP-S+
2,1,1.44206730252586,PP-S+
3,1,1.63605387056262,PP-S+
4,1,1.68277552339121,PP-S+
5,1,1.44729177241585,PP-S+
6,1,1.52733785225075,PP-S+
7,1,1.59413724175311,PP-S+
8,1,1.58494042253867,PP-S+
9,1,1.72959134002234,PP-S+
10,1,1.6068841885883,PP-S+
1,2,1.39666255574804,AP-S+
2,2,1.1594527715082,AP-S+
3,2,1.40727614327607,AP-S+
4,2,1.38334736711971,AP-S+
5,2,1.20268881717679,AP-S+
6,2,1.26489889221489,AP-S+
7,2,1.28218940569126,AP-S+
8,2,1.35471814983436,AP-S+
9,2,1.35824077765852,AP-S+
10,2,1.39540349383608,AP-S+
1,3,1.40994199420729,UP-S+
2,3,1.08686372000392,UP-S+
3,3,1.35296295334931,UP-S+
4,3,1.29154898636678,UP-S+
5,3,1.16751291473192,UP-S+
6,3,1.19823682410528,UP-S+
7,3,1.19436046490434,UP-S+
8,3,1.30872267001031,UP-S+
9,3,1.24694784512985,UP-S+
10,3,1.38789727457748,UP-S+
