Subject,Case,Value,CaseName
1,1,1.4138177211513,PP-S+
2,1,1.42486036123931,PP-S+
3,1,1.46487423684366,PP-S+
4,1,1.41678644042797,PP-S+
5,1,1.46122341698516,PP-S+
6,1,1.4596805638337,PP-S+
7,1,1.44809993760766,PP-S+
8,1,1.41109033145087,PP-S+
9,1,1.42422095873843,PP-S+
10,1,1.4185077791678,PP-S+
1,2,1.18348219569762,AP-S+
2,2,1.29248782534768,AP-S+
3,2,1.46992433655402,AP-S+
4,2,1.20329953398762,AP-S+
5,2,1.46757918547795,AP-S+
6,2,1.47237952192839,AP-S+
7,2,1.41346806291936,AP-S+
8,2,1.22676245133422,AP-S+
9,2,1.28084332952983,AP-S+
10,2,1.29667021402602,AP-S+
1,3,1.20611375189868,UP-S+
2,3,1.29228568157488,UP-S+
3,3,1.46698430735694,UP-S+
4,3,1.2102992959374,UP-S+
5,3,1.46339229657087,UP-S+
6,3,1.47070599236321,UP-S+
7,3,1.41529410661885,UP-S+
8,3,1.23483068578283,UP-S+
9,3,1.28055097074855,UP-S+
10,3,1.30218326151354,UP-S+
