Subject,Case,Value,CaseName
1,1,180.997533224486,PP-S+
2,1,169.243937243047,PP-S+
3,1,198.486446681902,PP-S+
4,1,168.838900874797,PP-S+
5,1,186.187016595163,PP-S+
6,1,186.11699674749,PP-S+
7,1,175.612416585067,PP-S+
8,1,176.800102475592,PP-S+
9,1,160.586938865481,PP-S+
10,1,201.619700551494,PP-S+
11,1,189.385840555913,PP-S+
12,1,157.366704392839,PP-S+
13,1,150.969801310623,PP-S+
14,1,190.038774870963,PP-S+
15,1,160.00794857308,PP-S+
16,1,182.288234022834,PP-S+
17,1,194.995907948271,PP-S+
18,1,197.527241600107,PP-S+
19,1,177.640955855641,PP-S+
20,1,152.782083627216,PP-S+
1,2,181.016567605472,AP-S+
2,2,169.332586045117,AP-S+
3,2,198.545074516561,AP-S+
4,2,168.902400393647,AP-S+
5,2,186.285408159546,AP-S+
6,2,186.162569226721,AP-S+
7,2,175.621244620808,AP-S+
8,2,177.295071388322,AP-S+
9,2,160.603393534335,AP-S+
10,2,201.755379954867,AP-S+
11,2,189.44616277786,AP-S+
12,2,157.463801282106,AP-S+
13,2,150.978063479695,AP-S+
14,2,190.163086130369,AP-S+
15,2,160.098183804386,AP-S+
16,2,182.534754727336,AP-S+
17,2,195.148022451476,AP-S+
18,2,197.713977781109,AP-S+
19,2,177.73254044927,AP-S+
20,2,152.792030288378,AP-S+
1,3,181.021545632755,UP-S+
2,3,169.330242214339,UP-S+
3,3,198.54905058904,UP-S+
4,3,168.920753640997,UP-S+
5,3,186.278489298873,UP-S+
6,3,186.14991447372,UP-S+
7,3,175.62580111654,UP-S+
8,3,177.03903756488,UP-S+
9,3,160.608613359283,UP-S+
10,3,201.771133039834,UP-S+
11,3,189.429286326739,UP-S+
12,3,157.444543060703,UP-S+
13,3,151.006897230666,UP-S+
14,3,190.120691617384,UP-S+
15,3,160.12932643875,UP-S+
16,3,182.582806322205,UP-S+
17,3,195.212611163267,UP-S+
18,3,197.713314075929,UP-S+
19,3,177.729184193432,UP-S+
20,3,152.807300984371,UP-S+
