Subject,Case,Value,CaseName
1,1,88.75,PP-S+
2,1,86.6666666666667,PP-S+
3,1,86.6666666666667,PP-S+
4,1,91.25,PP-S+
5,1,87.5,PP-S+
6,1,86.6666666666667,PP-S+
7,1,87.0833333333333,PP-S+
8,1,90.4166666666667,PP-S+
9,1,87.0833333333333,PP-S+
10,1,89.5833333333333,PP-S+
11,1,87.0833333333333,PP-S+
12,1,88.75,PP-S+
13,1,86.25,PP-S+
14,1,87.5,PP-S+
15,1,86.6666666666667,PP-S+
16,1,90.8333333333333,PP-S+
17,1,85.8333333333333,PP-S+
18,1,90.4166666666667,PP-S+
19,1,89.5833333333333,PP-S+
20,1,88.75,PP-S+
1,2,82.9166666666667,AP-S+
2,2,87.9166666666667,AP-S+
3,2,85.4166666666667,AP-S+
4,2,87.5,AP-S+
5,2,86.25,AP-S+
6,2,84.5833333333333,AP-S+
7,2,82.9166666666667,AP-S+
8,2,85.8333333333333,AP-S+
9,2,85.4166666666667,AP-S+
10,2,85.4166666666667,AP-S+
11,2,88.75,AP-S+
12,2,87.9166666666667,AP-S+
13,2,86.25,AP-S+
14,2,83.75,AP-S+
15,2,85.8333333333333,AP-S+
16,2,85.8333333333333,AP-S+
17,2,87.5,AP-S+
18,2,84.1666666666667,AP-S+
19,2,87.5,AP-S+
20,2,86.6666666666667,AP-S+
1,3,84.5833333333333,UP-S+
2,3,88.3333333333333,UP-S+
3,3,88.75,UP-S+
4,3,90.8333333333333,UP-S+
5,3,88.75,UP-S+
6,3,87.5,UP-S+
7,3,77.9166666666667,UP-S+
8,3,83.3333333333333,UP-S+
9,3,83.75,UP-S+
10,3,85.8333333333333,UP-S+
11,3,88.75,UP-S+
12,3,87.9166666666667,UP-S+
13,3,85.4166666666667,UP-S+
14,3,86.25,UP-S+
15,3,83.75,UP-S+
16,3,87.0833333333333,UP-S+
17,3,83.3333333333333,UP-S+
18,3,83.75,UP-S+
19,3,85,UP-S+
20,3,85,UP-S+
