Subject,Case,Value,CaseName
1,1,12.071561025016,PP-S+
2,1,12.3026384044724,PP-S+
3,1,12.2123725686356,PP-S+
4,1,12.0690540670246,PP-S+
5,1,12.4987438064723,PP-S+
6,1,12.3475491553991,PP-S+
7,1,12.3275020902207,PP-S+
8,1,12.1983460610262,PP-S+
9,1,12.5847913582937,PP-S+
10,1,12.4746695998308,PP-S+
1,2,9.50219645492621,AP-S+
2,2,10.5804302667434,AP-S+
3,2,10.0240497051023,AP-S+
4,2,9.50790091960269,AP-S+
5,2,11.6961190804926,AP-S+
6,2,11.0074542295573,AP-S+
7,2,10.792337761663,AP-S+
8,2,10.0372599567429,AP-S+
9,2,12.2441682703811,AP-S+
10,2,11.283131756974,AP-S+
1,3,9.67186954340362,UP-S+
2,3,10.5979420562394,UP-S+
3,3,10.1200230354929,UP-S+
4,3,9.80783976288247,UP-S+
5,3,11.6166152082743,UP-S+
6,3,11.0143071789914,UP-S+
7,3,10.8061598666803,UP-S+
8,3,10.1071252278489,UP-S+
9,3,12.1728023033432,UP-S+
10,3,11.2333437668459,UP-S+
