Subject,Case,Value,CaseName
1,1,62.0833333333333,PP-S+
2,1,52.0833333333333,PP-S+
3,1,63.3333333333333,PP-S+
4,1,59.1666666666667,PP-S+
5,1,57.5,PP-S+
6,1,59.1666666666667,PP-S+
7,1,60.4166666666667,PP-S+
8,1,60,PP-S+
9,1,65.4166666666667,PP-S+
10,1,59.5833333333333,PP-S+
1,2,54.1666666666667,AP-S+
2,2,56.25,AP-S+
3,2,57.0833333333333,AP-S+
4,2,53.75,AP-S+
5,2,61.25,AP-S+
6,2,55.8333333333333,AP-S+
7,2,61.25,AP-S+
8,2,57.0833333333333,AP-S+
9,2,51.6666666666667,AP-S+
10,2,55.8333333333333,AP-S+
1,3,53.3333333333333,UP-S+
2,3,57.9166666666667,UP-S+
3,3,52.5,UP-S+
4,3,52.5,UP-S+
5,3,51.6666666666667,UP-S+
6,3,60,UP-S+
7,3,59.5833333333333,UP-S+
8,3,50,UP-S+
9,3,52.9166666666667,UP-S+
10,3,55,UP-S+
