Subject,Case,Value,CaseName
1,1,169.999163223978,PP-S+
2,1,168.619334446019,PP-S+
3,1,171.917074792959,PP-S+
4,1,186.180303541664,PP-S+
5,1,206.246174110464,PP-S+
6,1,162.621785371997,PP-S+
7,1,170.456701948149,PP-S+
8,1,198.689522537343,PP-S+
9,1,182.982387000208,PP-S+
10,1,201.915667618516,PP-S+
1,2,169.860588614489,AP-S+
2,2,169.589803511172,AP-S+
3,2,173.473089174866,AP-S+
4,2,187.030119398895,AP-S+
5,2,206.110110305433,AP-S+
6,2,162.092391227953,AP-S+
7,2,170.285711036945,AP-S+
8,2,200.451562832736,AP-S+
9,2,182.760946410778,AP-S+
10,2,201.836186659078,AP-S+
1,3,170.014331134532,UP-S+
2,3,169.590259715377,UP-S+
3,3,173.383385499263,UP-S+
4,3,187.295805117505,UP-S+
5,3,206.447088843109,UP-S+
6,3,162.239060839966,UP-S+
7,3,170.370919849678,UP-S+
8,3,200.271924515217,UP-S+
9,3,182.897703537321,UP-S+
10,3,201.936191892021,UP-S+
