Subject,Case,Value,CaseName
1,1,172.740032164492,PP-S+
2,1,165.138955888057,PP-S+
3,1,171.913806999304,PP-S+
4,1,168.693600309513,PP-S+
5,1,191.57208957905,PP-S+
6,1,177.134079744861,PP-S+
7,1,187.328844996565,PP-S+
8,1,178.748578957337,PP-S+
9,1,185.108285664245,PP-S+
10,1,186.340535515144,PP-S+
1,2,172.899048854737,AP-S+
2,2,165.112289612484,AP-S+
3,2,171.955041595064,AP-S+
4,2,168.791137176044,AP-S+
5,2,191.624163087097,AP-S+
6,2,177.188562981973,AP-S+
7,2,187.276185213865,AP-S+
8,2,178.767153351547,AP-S+
9,2,185.29559769602,AP-S+
10,2,186.390729646164,AP-S+
1,3,172.85243012297,UP-S+
2,3,165.218162846968,UP-S+
3,3,172.044739912377,UP-S+
4,3,168.730514191501,UP-S+
5,3,191.645045013147,UP-S+
6,3,177.160121664643,UP-S+
7,3,187.297824169479,UP-S+
8,3,178.811845836998,UP-S+
9,3,185.440561745929,UP-S+
10,3,186.262409179518,UP-S+
