Subject,Case,Value,CaseName
1,1,164.489144070101,PP-S+
2,1,163.93887897036,PP-S+
3,1,159.827282316905,PP-S+
4,1,193.085322824497,PP-S+
5,1,195.051999234201,PP-S+
6,1,182.803800726641,PP-S+
7,1,191.224057690603,PP-S+
8,1,192.226312630406,PP-S+
9,1,187.51901307489,PP-S+
10,1,199.108449703169,PP-S+
1,2,164.43784502552,AP-S+
2,2,163.864874591811,AP-S+
3,2,159.801103951443,AP-S+
4,2,193.006162619673,AP-S+
5,2,194.994111347812,AP-S+
6,2,182.807810827971,AP-S+
7,2,191.220355307089,AP-S+
8,2,192.22007948689,AP-S+
9,2,187.506572599429,AP-S+
10,2,199.091931900649,AP-S+
1,3,164.42844304523,UP-S+
2,3,163.917133266977,UP-S+
3,3,159.823647345009,UP-S+
4,3,192.982669905132,UP-S+
5,3,194.993188135404,UP-S+
6,3,182.754475189189,UP-S+
7,3,191.227630420441,UP-S+
8,3,192.185882534343,UP-S+
9,3,187.506212851648,UP-S+
10,3,199.094216203329,UP-S+
