Subject,Case,Value,CaseName
1,1,164.528421021563,PP-S+
2,1,163.934573447441,PP-S+
3,1,159.885718718933,PP-S+
4,1,0,PP-S+
5,1,195.059381314415,PP-S+
6,1,182.816525947413,PP-S+
7,1,191.394054288368,PP-S+
8,1,192.237515250056,PP-S+
9,1,187.552989661447,PP-S+
10,1,199.098007438875,PP-S+
1,2,164.441541687475,AP-S+
2,2,163.770346388125,AP-S+
3,2,159.705983888541,AP-S+
4,2,0,AP-S+
5,2,194.939108942846,AP-S+
6,2,182.828522596153,AP-S+
7,2,191.159177696927,AP-S+
8,2,192.377486899592,AP-S+
9,2,187.460360021591,AP-S+
10,2,199.09741642498,AP-S+
1,3,164.404566526302,UP-S+
2,3,164.037856742449,UP-S+
3,3,159.860759862948,UP-S+
4,3,192.843186084859,UP-S+
5,3,195.021298989404,UP-S+
6,3,182.778523824594,UP-S+
7,3,191.185251391275,UP-S+
8,3,192.267372475954,UP-S+
9,3,187.529913679932,UP-S+
10,3,199.094105208495,UP-S+
